brand,region,sales
Saab,South Africa,1298
Jaguar,America,1328
Chevrolet,Ireland,1380
Mitsubishi,Poland,1349
Aston Martin,South Africa,1292
Hummer,America,1419
Buick,Ireland,1436
Volkswagen,Poland,1025
Hyundai,South Africa,1410
Smart,America,1237
Pontiac,Ireland,1047
BMW,Poland,1051
Nissan,South Africa,1222
Lincoln,America,1154
Lexus,Ireland,1113
Cadillac,Poland,1290
GMC,South Africa,1467
Lexus,America,1202
Oldsmobile,Ireland,1380
Volkswagen,Poland,1041
Pontiac,South Africa,1211
Nissan,America,1317
Toyota,Ireland,1244
Pontiac,Poland,1312
Lincoln,South Africa,1282
Acura,America,1001
Hummer,Ireland,1384
Subaru,Poland,1478
BMW,South Africa,1307
GMC,India,1474
Saab,Australia,1191
Mitsubishi,Srilanka,1393
Mercury,India,1404
Lexus,Australia,1474
Honda,Srilanka,1106
Scion,India,1173
Mazda,Australia,1020
BMW,Srilanka,1227
Geo,India,1287
Audi,Australia,1233
Dodge,Srilanka,1300
Pontiac,India,1400
Dodge,Australia,1095
Land Rover,Srilanka,1165
GMC,India,1482
Mercedes-Benz,Australia,1352
Nissan,Srilanka,1022
Hyundai,India,1125
Pontiac,Australia,1449
Honda,Srilanka,1483
Buick,India,1476
Chevrolet,South Africa,1397
Mitsubishi,America,1120
Volvo,Ireland,1081
Hyundai,Poland,1214
Isuzu,South Africa,1468
GMC,America,1112
Pontiac,Ireland,1432
Chrysler,Poland,1295
Chevrolet,South Africa,1264
Pontiac,America,1466
Volvo,Ireland,1213
Toyota,Poland,1493
Pontiac,South Africa,1375
MINI,America,1483
Toyota,Ireland,1008
Cadillac,Poland,1029
Bentley,South Africa,1387
Lexus,America,1452
Mazda,Ireland,1054
Pontiac,Poland,1390
Honda,South Africa,1460
Volvo,America,1352
Chevrolet,Ireland,1243
Chevrolet,Poland,1500
Subaru,South Africa,1481
Mercedes-Benz,America,1085
Mitsubishi,Ireland,1044
BMW,Poland,1044
Pontiac,South Africa,1052
Aston Martin,America,1207
Jaguar,Ireland,1225
Buick,Poland,1186
Toyota,South Africa,1473
Ford,America,1312
Mercedes-Benz,Ireland,1158
Toyota,Poland,1215
Chevrolet,South Africa,1452
Hyundai,America,1491
Chrysler,Ireland,1377
Buick,Poland,1279
Mazda,South Africa,1370
Mitsubishi,America,1186
Pontiac,Ireland,1389
Nissan,Poland,1376
Infiniti,South Africa,1294
Toyota,America,1331
Pontiac,Ireland,1285
Holden,Poland,1467
GMC,South Africa,1337
Lincoln,India,1028
Volkswagen,Australia,1432
BMW,Srilanka,1405
Dodge,India,1284
Acura,Australia,1475
Lexus,Srilanka,1298
Land Rover,India,1321
GMC,Australia,1329
Hummer,Srilanka,1162
Mercedes-Benz,India,1065
Lotus,Australia,1183
Chrysler,Srilanka,1036
Buick,India,1015
Volkswagen,Australia,1124
Nissan,Srilanka,1331
Audi,India,1133
Toyota,Australia,1033
Lotus,Srilanka,1238
BMW,India,1388
Pontiac,Australia,1050
Chevrolet,Srilanka,1033
Land Rover,India,1206
Dodge,South Africa,1400
GMC,America,1312
Oldsmobile,Ireland,1381
Lotus,Poland,1082
Jeep,South Africa,1063
Spyker,America,1425
Audi,Ireland,1037
Chevrolet,Poland,1237
Infiniti,South Africa,1074
Chevrolet,America,1099
Mitsubishi,Ireland,1089
Dodge,Poland,1010
GMC,South Africa,1465
Porsche,America,1206
Chevrolet,Ireland,1436
Mercedes-Benz,Poland,1135
Volkswagen,South Africa,1173
Saturn,America,1006
Hyundai,Ireland,1259
Volkswagen,Poland,1147
Toyota,South Africa,1223
Mercedes-Benz,America,1019
Chevrolet,Ireland,1018
Dodge,Poland,1234
BMW,South Africa,1339
Subaru,America,1202
Acura,Ireland,1305
Buick,Poland,1500
Chevrolet,South Africa,1156
Ford,America,1093
Audi,Ireland,1259
Smart,Poland,1025
Subaru,South Africa,1295
Dodge,America,1422
Audi,Ireland,1243
Dodge,Poland,1238
Chevrolet,South Africa,1369
Subaru,America,1498
Maserati,Ireland,1080
Isuzu,Poland,1110
Mazda,South Africa,1165
Toyota,America,1461
Mercedes-Benz,Ireland,1209
Mercedes-Benz,Poland,1311
Maserati,South Africa,1048
Volvo,America,1260
Mercedes-Benz,Ireland,1190
Ford,Poland,1099
Dodge,South Africa,1214
BMW,India,1075
Land Rover,Australia,1025
Audi,Srilanka,1444
BMW,India,1022
Ferrari,Australia,1486
Suzuki,Srilanka,1463
Nissan,India,1317
BMW,Australia,1440
Buick,Srilanka,1370
Mitsubishi,India,1332
Ford,Australia,1220
Toyota,Srilanka,1259
Dodge,India,1120
Volkswagen,Australia,1388
Mitsubishi,Srilanka,1402
Mercedes-Benz,India,1145
Nissan,Australia,1407
Buick,Srilanka,1433
Mercury,India,1034
Scion,Australia,1030
Mercedes-Benz,Srilanka,1233
Chevrolet,India,1484
Suzuki,South Africa,1163
Chrysler,America,1047
Hyundai,Ireland,1085
Mazda,Poland,1009
Volkswagen,South Africa,1002
Toyota,America,1322
Saturn,Ireland,1182
Honda,Poland,1150
Ford,South Africa,1045
Bentley,America,1312
Pontiac,Ireland,1117
MINI,Poland,1422
Jeep,South Africa,1167
Honda,America,1498
Geo,Ireland,1263
Ford,Poland,1118
Maserati,South Africa,1016
BMW,America,1296
Isuzu,Ireland,1326
Subaru,Poland,1441
Hillman,South Africa,1481
Isuzu,America,1403
Nissan,Ireland,1349
Porsche,Poland,1298
Suzuki,South Africa,1231
Geo,America,1032
GMC,Ireland,1351
Toyota,Poland,1301
Volkswagen,South Africa,1397
Mercedes-Benz,America,1267
Ford,Ireland,1258
Oldsmobile,Poland,1487
Audi,South Africa,1295
Ford,America,1085
Toyota,Ireland,1319
Ford,Poland,1283
Dodge,South Africa,1375
Infiniti,America,1361
Hyundai,Ireland,1434
Mitsubishi,Poland,1318
Kia,South Africa,1180
Acura,America,1197
BMW,Ireland,1070
Buick,Poland,1285
Toyota,South Africa,1212
Buick,America,1142
Ford,Ireland,1323
Pontiac,Poland,1313
Suzuki,South Africa,1231
Mercury,India,1078
Ford,Australia,1144
Nissan,Srilanka,1442
Ford,India,1470
Toyota,Australia,1500
Lexus,Srilanka,1271
Ford,India,1115
Pontiac,Australia,1498
Lincoln,Srilanka,1416
Alfa Romeo,India,1362
Kia,Australia,1055
Mitsubishi,Srilanka,1051
Dodge,India,1215
Buick,Australia,1207
Porsche,Srilanka,1047
Subaru,India,1120
Mercedes-Benz,Australia,1159
Toyota,Srilanka,1409
Acura,India,1454
Hyundai,Australia,1371
Mercury,Srilanka,1433
BMW,India,1231
Volkswagen,South Africa,1011
Hummer,America,1395
Chevrolet,Ireland,1032
Volkswagen,Poland,1366
Toyota,South Africa,1164
Honda,America,1286
Nissan,Ireland,1321
Buick,Poland,1483
Mercedes-Benz,South Africa,1496
Lincoln,America,1292
Saab,Ireland,1125
Honda,Poland,1147
Volkswagen,South Africa,1070
Volkswagen,America,1290
Honda,Ireland,1320
Ford,Poland,1411
Chrysler,South Africa,1123
Dodge,America,1432
Land Rover,Ireland,1493
Dodge,Poland,1426
Ford,South Africa,1412
BMW,America,1313
Ford,Ireland,1298
Dodge,Poland,1186
Plymouth,South Africa,1098
Mazda,America,1185
Chevrolet,Ireland,1085
Mazda,Poland,1156
Ford,South Africa,1248
Buick,America,1118
Dodge,Ireland,1075
Chrysler,Poland,1383
Mazda,South Africa,1240
GMC,America,1192
Lexus,Ireland,1499
Buick,Poland,1103
Ford,South Africa,1031
Mazda,America,1368
Mercedes-Benz,Ireland,1483
Lexus,Poland,1408
GMC,South Africa,1288
Mazda,America,1124
Jeep,Ireland,1152
Ford,Poland,1304
Saturn,South Africa,1124
Ford,America,1027
BMW,Ireland,1225
Infiniti,Poland,1475
Saturn,South Africa,1275
Volkswagen,India,1284
Hyundai,Australia,1482
Isuzu,Srilanka,1388
Suzuki,India,1200
Mitsubishi,Australia,1130
Acura,Srilanka,1360
MINI,India,1140
Mercedes-Benz,Australia,1332
Nissan,Srilanka,1172
Honda,India,1342
Cadillac,Australia,1160
GMC,Srilanka,1193
Lotus,India,1434
Ford,Australia,1420
Volkswagen,Srilanka,1317
Lexus,India,1417
Hyundai,Australia,1023
Buick,Srilanka,1015
Toyota,India,1345
Chevrolet,Australia,1006
GMC,Srilanka,1258
Saab,India,1239
Buick,South Africa,1450
Saab,America,1025
BMW,Ireland,1016
Kia,Poland,1199
Ford,South Africa,1329
Audi,America,1038
GMC,Ireland,1500
Infiniti,Poland,1410
Porsche,South Africa,1059
Mercury,America,1197
Nissan,Ireland,1300
Kia,Poland,1036
Ford,South Africa,1055
Volvo,America,1156
Ford,Ireland,1120
Lexus,Poland,1299
Chevrolet,South Africa,1451
Suzuki,America,1420
Volvo,Ireland,1471
GMC,Poland,1058
Saturn,South Africa,1482
Lexus,America,1022
Acura,Ireland,1493
Plymouth,Poland,1117
Audi,South Africa,1245
Mazda,America,1413
Mercedes-Benz,Ireland,1032
Volkswagen,Poland,1102
Chevrolet,South Africa,1316
Maserati,America,1276
Pontiac,Ireland,1320
Mazda,Poland,1351
Audi,South Africa,1155
Lexus,America,1027
Mercedes-Benz,Ireland,1494
Suzuki,Poland,1368
Honda,South Africa,1497
Mercury,America,1131
Toyota,Ireland,1208
Chrysler,Poland,1286
Cadillac,South Africa,1298
Hyundai,America,1104
GMC,Ireland,1376
Toyota,Poland,1433
BMW,South Africa,1221
Cadillac,America,1399
Dodge,Ireland,1094
Volkswagen,Poland,1410
Chrysler,South Africa,1357
Jaguar,India,1173
Lexus,Australia,1129
Toyota,Srilanka,1361
Nissan,India,1275
Saab,Australia,1450
Volvo,Srilanka,1418
Mazda,India,1459
Toyota,Australia,1200
Mitsubishi,Srilanka,1274
Nissan,India,1006
Chevrolet,Australia,1389
Jaguar,Srilanka,1197
Lamborghini,India,1146
Mazda,Australia,1084
Ford,Srilanka,1352
Volkswagen,India,1230
Chevrolet,Australia,1066
Chevrolet,Srilanka,1141
Ford,India,1385
Subaru,Australia,1393
Mazda,Srilanka,1169
Buick,India,1083
Mercedes-Benz,South Africa,1369
Chevrolet,America,1488
Mitsubishi,Ireland,1452
Pontiac,Poland,1371
Chrysler,South Africa,1200
Dodge,America,1027
Dodge,Ireland,1339
Chevrolet,Poland,1130
Toyota,South Africa,1419
Lincoln,America,1371
Ford,Ireland,1046
Cadillac,Poland,1314
Ferrari,South Africa,1421
Volkswagen,America,1006
Dodge,Ireland,1009
Lexus,Poland,1430
Mitsubishi,South Africa,1456
Audi,America,1367
Volkswagen,Ireland,1177
Honda,Poland,1116
Lotus,South Africa,1425
Nissan,America,1426
Buick,Ireland,1412
Mitsubishi,Poland,1392
Porsche,South Africa,1211
Fiat,America,1340
Ford,Ireland,1318
Mitsubishi,Poland,1412
Pontiac,South Africa,1246
Hummer,America,1463
Audi,Ireland,1285
Dodge,Poland,1493
Suzuki,South Africa,1219
GMC,America,1363
Saab,Ireland,1411
Volkswagen,Poland,1203
Chevrolet,South Africa,1053
Buick,America,1160
Infiniti,Ireland,1025
Toyota,Poland,1073
Nissan,South Africa,1036
Chevrolet,America,1479
Holden,Ireland,1223
Lexus,Poland,1363
Toyota,South Africa,1017
Mitsubishi,America,1173
Chrysler,Ireland,1088
Pontiac,Poland,1022
Mazda,South Africa,1436
Oldsmobile,India,1070
Audi,Australia,1068
Nissan,Srilanka,1489
Chevrolet,India,1438
Infiniti,Australia,1413
Cadillac,Srilanka,1360
Ram,India,1309
GMC,Australia,1262
Mitsubishi,Srilanka,1054
GMC,India,1145
Subaru,Australia,1307
Lincoln,Srilanka,1231
Mazda,India,1449
Dodge,Australia,1032
Toyota,Srilanka,1213
Honda,India,1187
Mazda,Australia,1399
Mitsubishi,Srilanka,1157
Ford,India,1287
Subaru,Australia,1465
Volkswagen,Srilanka,1380
Pontiac,India,1443
Porsche,South Africa,1180
BMW,America,1315
Chevrolet,Ireland,1069
Hyundai,Poland,1379
Nissan,South Africa,1391
Suzuki,America,1335
Saturn,Ireland,1363
Plymouth,Poland,1418
Mitsubishi,South Africa,1106
Ford,America,1245
Mazda,Ireland,1059
Ford,Poland,1118
Cadillac,South Africa,1415
Cadillac,America,1391
Kia,Ireland,1226
Toyota,Poland,1210
GMC,South Africa,1349
Infiniti,America,1047
Jaguar,Ireland,1475
Lexus,Poland,1151
Acura,South Africa,1316
Chevrolet,America,1415
Volkswagen,Ireland,1260
Mazda,Poland,1037
Fiat,South Africa,1243
Nissan,America,1207
Volvo,Ireland,1410
Audi,Poland,1000
Toyota,South Africa,1477
Toyota,America,1116
Dodge,Ireland,1151
Chevrolet,Poland,1243
Pontiac,South Africa,1133
Lincoln,America,1319
Nissan,Ireland,1229
Jeep,Poland,1353
Chevrolet,South Africa,1331
Lexus,America,1186
Mercedes-Benz,Ireland,1278
Land Rover,Poland,1025
Fillmore,South Africa,1226
Ford,America,1183
Honda,Ireland,1227
Toyota,Poland,1493
Volkswagen,South Africa,1437
Nissan,America,1266
Infiniti,Ireland,1252
GMC,Poland,1454
Subaru,South Africa,1085
Honda,India,1313
Chrysler,Australia,1107
Ford,Srilanka,1015
Jeep,India,1397
Geo,Australia,1352
Nissan,Srilanka,1438
Pontiac,India,1390
BMW,Australia,1311
Chevrolet,Srilanka,1045
Mitsubishi,India,1112
Dodge,Australia,1390
Pontiac,Srilanka,1201
Lincoln,India,1125
Saab,Australia,1244
Fairthorpe,Srilanka,1475
Toyota,India,1311
Mercedes-Benz,Australia,1385
Honda,Srilanka,1183
Chevrolet,India,1291
Chevrolet,Australia,1148
Audi,Srilanka,1289
Jaguar,India,1198
Isuzu,South Africa,1000
Lexus,America,1361
Audi,Ireland,1455
Audi,Poland,1234
Dodge,South Africa,1313
Toyota,America,1423
Volvo,Ireland,1226
Mercury,Poland,1414
Ford,South Africa,1477
Toyota,America,1260
BMW,Ireland,1097
Suzuki,Poland,1005
Maybach,South Africa,1149
BMW,America,1135
BMW,Ireland,1041
Cadillac,Poland,1452
Acura,South Africa,1118
Dodge,America,1182
Chrysler,Ireland,1065
Buick,Poland,1403
Mercury,South Africa,1210
Mercury,America,1278
Pontiac,Ireland,1256
Mercury,Poland,1339
Cadillac,South Africa,1343
Aston Martin,America,1080
Volkswagen,Ireland,1017
Infiniti,Poland,1184
BMW,South Africa,1385
BMW,America,1389
Chrysler,Ireland,1469
GMC,Poland,1185
Chevrolet,South Africa,1361
Mazda,America,1150
Nissan,Ireland,1320
Dodge,Poland,1338
Chevrolet,South Africa,1243
Chevrolet,America,1417
Honda,Ireland,1152
Jaguar,Poland,1000
Volkswagen,South Africa,1323
Chevrolet,America,1458
BMW,Ireland,1228
Mercedes-Benz,Poland,1029
GMC,South Africa,1313
Audi,America,1013
Pontiac,Ireland,1473
Chrysler,Poland,1323
Dodge,South Africa,1175
Ford,India,1448
Buick,Australia,1475
Mercedes-Benz,Srilanka,1447
Dodge,India,1109
Hyundai,Australia,1012
Chevrolet,Srilanka,1324
Toyota,India,1063
Nissan,Australia,1492
Mercury,Srilanka,1232
Mercedes-Benz,India,1092
Volkswagen,Australia,1336
Acura,Srilanka,1487
Mercedes-Benz,India,1324
Plymouth,Australia,1047
Mitsubishi,Srilanka,1095
Ford,India,1102
Dodge,Australia,1066
Ford,Srilanka,1005
Toyota,India,1024
Ford,Australia,1224
BMW,Srilanka,1021
Nissan,India,1001
Audi,South Africa,1414
Mercury,America,1441
Toyota,Ireland,1203
Mitsubishi,Poland,1460
Mercedes-Benz,South Africa,1350
Chevrolet,America,1002
Suzuki,Ireland,1457
Lincoln,Poland,1363
Hummer,South Africa,1356
Chevrolet,America,1186
GMC,Ireland,1414
Buick,Poland,1078
Geo,South Africa,1208
Toyota,America,1334
Land Rover,Ireland,1060
Mitsubishi,Poland,1003
Jaguar,South Africa,1459
Ford,America,1112
Subaru,Ireland,1133
Mercedes-Benz,Poland,1477
Chevrolet,South Africa,1240
Land Rover,America,1230
Mercedes-Benz,Ireland,1175
Chrysler,Poland,1092
GMC,South Africa,1074
Ford,America,1018
Ford,Ireland,1164
GMC,Poland,1339
Ford,South Africa,1296
Buick,America,1136
GMC,Ireland,1000
Mercury,Poland,1214
Lincoln,South Africa,1185
Ford,America,1036
Mitsubishi,Ireland,1351
Scion,Poland,1203
Ford,South Africa,1190
Mercury,America,1288
GMC,Ireland,1056
Suzuki,Poland,1317
Chrysler,South Africa,1100
Volvo,America,1028
Chevrolet,Ireland,1210
Audi,Poland,1370
Suzuki,South Africa,1397
Mazda,America,1109
Dodge,Ireland,1469
Nissan,Poland,1214
Mitsubishi,South Africa,1438
Mitsubishi,India,1183
Land Rover,Australia,1352
Mercedes-Benz,Srilanka,1252
Cadillac,India,1261
Lincoln,Australia,1403
Scion,Srilanka,1117
Jeep,India,1009
Chevrolet,Australia,1390
Hyundai,Srilanka,1400
Cadillac,India,1177
Ford,Australia,1199
GMC,Srilanka,1303
Mazda,India,1240
Honda,Australia,1493
Honda,Srilanka,1346
Lexus,India,1212
Pontiac,Australia,1191
Isuzu,Srilanka,1042
Toyota,India,1061
Chevrolet,Australia,1170
Kia,Srilanka,1393
Chevrolet,India,1096
Pontiac,South Africa,1470
Honda,America,1344
Mercedes-Benz,Ireland,1004
Chevrolet,Poland,1355
Dodge,South Africa,1211
Acura,America,1492
Mazda,Ireland,1489
Subaru,Poland,1050
GMC,South Africa,1415
Ford,America,1204
Buick,Ireland,1244
Lexus,Poland,1135
Audi,South Africa,1120
Ford,America,1289
Ford,Ireland,1113
Bugatti,Poland,1065
Ferrari,South Africa,1144
Toyota,America,1043
Jeep,Ireland,1430
Toyota,Poland,1026
Pontiac,South Africa,1050
Honda,America,1200
Dodge,Ireland,1047
Chrysler,Poland,1013
Nissan,South Africa,1372
Audi,America,1486
Ford,Ireland,1344
Mazda,Poland,1153
Isuzu,South Africa,1304
Nissan,America,1138
Suzuki,Ireland,1087
Pontiac,Poland,1154
Dodge,South Africa,1278
Lincoln,America,1367
Lincoln,Ireland,1153
Nissan,Poland,1272
Buick,South Africa,1107
Ford,America,1243
Jeep,Ireland,1037
Isuzu,Poland,1276
Mitsubishi,South Africa,1254
Lotus,America,1159
Jeep,Ireland,1112
Chevrolet,Poland,1227
Ford,South Africa,1165
Plymouth,America,1413
Volkswagen,Ireland,1386
Isuzu,Poland,1360
Aston Martin,South Africa,1378
Mazda,India,1227
BMW,Australia,1107
Volkswagen,Srilanka,1336
Mitsubishi,India,1249
Dodge,Australia,1163
Dodge,Srilanka,1077
Ford,India,1292
Chevrolet,Australia,1282
Pontiac,Srilanka,1228
Ford,India,1288
Nissan,Australia,1057
Mercedes-Benz,Srilanka,1136
Dodge,India,1222
Toyota,Australia,1328
Chevrolet,Srilanka,1376
Honda,India,1028
Audi,Australia,1068
Audi,Srilanka,1092
Ford,India,1373
Ford,Australia,1146
Chevrolet,Srilanka,1294
Volvo,India,1408
Mitsubishi,South Africa,1200
Dodge,America,1192
Buick,Ireland,1106
Toyota,Poland,1435
Mazda,South Africa,1393
Ford,America,1335
Toyota,Ireland,1110
Pontiac,Poland,1290
Volkswagen,South Africa,1203
Chevrolet,America,1437
Pontiac,Ireland,1107
Mercedes-Benz,Poland,1428
Ford,South Africa,1185
Mazda,America,1178
Isuzu,Ireland,1451
Hyundai,Poland,1205
Volkswagen,South Africa,1438
Chevrolet,America,1151
Lexus,Ireland,1463
Pontiac,Poland,1443
GMC,South Africa,1046
Chevrolet,America,1386
Nissan,Ireland,1231
Pontiac,Poland,1105
Cadillac,South Africa,1271
GMC,America,1177
Mercury,Ireland,1240
Hummer,Poland,1342
Porsche,South Africa,1297
Land Rover,America,1330
GMC,Ireland,1054
Chevrolet,Poland,1053
Infiniti,South Africa,1386
Mercedes-Benz,America,1247
Pontiac,Ireland,1224
Pontiac,Poland,1291
Oldsmobile,South Africa,1186
Chevrolet,America,1488
BMW,Ireland,1456
Cadillac,Poland,1236
Cadillac,South Africa,1131
Chevrolet,America,1464
Nissan,Ireland,1201
Dodge,Poland,1402
Audi,South Africa,1146
Pontiac,America,1458
Toyota,Ireland,1070
Oldsmobile,Poland,1388
Pontiac,South Africa,1149
Chevrolet,India,1276
Mercedes-Benz,Australia,1445
Dodge,Srilanka,1430
Maserati,India,1171
Volkswagen,Australia,1184
Dodge,Srilanka,1357
Chevrolet,India,1056
Toyota,Australia,1201
Suzuki,Srilanka,1111
Hummer,India,1173
Chevrolet,Australia,1009
Mazda,Srilanka,1138
Toyota,India,1070
Toyota,Australia,1011
Mitsubishi,Srilanka,1275
Jeep,India,1399
Volvo,Australia,1238
Chrysler,Srilanka,1236
Chrysler,India,1471
Dodge,Australia,1104
Honda,Srilanka,1340
BMW,India,1268
Eagle,South Africa,1483
Pontiac,America,1237
Lincoln,Ireland,1368
Chevrolet,Poland,1234
Lotus,South Africa,1057
Nissan,America,1103
Mercedes-Benz,Ireland,1289
Toyota,Poland,1257
Acura,South Africa,1476
Dodge,America,1035
Audi,Ireland,1173
Ford,Poland,1371
Saab,South Africa,1299
Ford,America,1079
Audi,Ireland,1454
Pontiac,Poland,1105
Mercury,South Africa,1028
Volkswagen,America,1263
Honda,Ireland,1048
Volvo,Poland,1126
Acura,South Africa,1467
Acura,America,1224
Nissan,Ireland,1005
Dodge,Poland,1350
Mitsubishi,South Africa,1484
Cadillac,America,1116
Lexus,Ireland,1230
Mitsubishi,Poland,1459
Toyota,South Africa,1394
Hyundai,America,1164
Volkswagen,Ireland,1406
Toyota,Poland,1276
Audi,South Africa,1017
Chevrolet,America,1179
Maybach,Ireland,1152
Mercedes-Benz,Poland,1420
Ford,South Africa,1447
Ford,America,1449
Subaru,Ireland,1368
Pontiac,Poland,1071
Ford,South Africa,1111
Lexus,America,1464
Mitsubishi,Ireland,1036
Audi,Poland,1177
Chevrolet,South Africa,1095
GMC,America,1060
Lexus,Ireland,1020
Dodge,Poland,1171
Ford,South Africa,1296
Toyota,India,1482
Mercedes-Benz,Australia,1110
Subaru,Srilanka,1207
Subaru,India,1274
Saturn,Australia,1382
Chevrolet,Srilanka,1451
Isuzu,India,1171
Volvo,Australia,1007
Mitsubishi,Srilanka,1454
Mercedes-Benz,India,1063
Kia,Australia,1219
Mazda,Srilanka,1045
Toyota,India,1339
Infiniti,Australia,1179
Lincoln,Srilanka,1013
Ford,India,1288
GMC,Australia,1395
Chevrolet,Srilanka,1451
Toyota,India,1101
Ford,Australia,1143
Dodge,Srilanka,1265
Infiniti,India,1386
Mazda,South Africa,1310
Cadillac,America,1278
Ford,Ireland,1355
Ford,Poland,1232
Dodge,South Africa,1021
Honda,America,1297
Pontiac,Ireland,1188
Mitsubishi,Poland,1054
Ford,South Africa,1090
Dodge,America,1211
Ford,Ireland,1074
Mazda,Poland,1462
Toyota,South Africa,1255
Chevrolet,America,1086
BMW,Ireland,1024
Mazda,Poland,1371
Ford,South Africa,1054
Lincoln,America,1256
Audi,Ireland,1043
Pontiac,Poland,1060
Ford,South Africa,1020
GMC,America,1307
Volkswagen,Ireland,1436
Nissan,Poland,1100
Chevrolet,South Africa,1240
Oldsmobile,America,1180
Volvo,Ireland,1122
Chrysler,Poland,1222
Pontiac,South Africa,1428
Volvo,America,1076
Chrysler,Ireland,1478
Buick,Poland,1079
Hyundai,South Africa,1340
Volkswagen,America,1206
Toyota,Ireland,1160
Toyota,Poland,1297
Ford,South Africa,1161
Mitsubishi,America,1163
Porsche,Ireland,1419
Plymouth,Poland,1431
Ford,South Africa,1035
Nissan,America,1440
Toyota,Ireland,1407
Dodge,Poland,1134
Chevrolet,South Africa,1455
GMC,America,1249
Buick,Ireland,1200
Ford,Poland,1076
Volkswagen,South Africa,1428
Mercedes-Benz,India,1193
Suzuki,Australia,1440
Ford,Srilanka,1243
BMW,India,1122
GMC,Australia,1355
Toyota,Srilanka,1212
Dodge,India,1039
Nissan,Australia,1306
Mercedes-Benz,Srilanka,1283
Mazda,India,1235
Nissan,Australia,1172
Suzuki,Srilanka,1185
Mitsubishi,India,1013
Mercedes-Benz,Australia,1315
Ford,Srilanka,1406
Ford,India,1466
Ford,Australia,1268
Toyota,Srilanka,1451
MINI,India,1033
Dodge,Australia,1221
Infiniti,Srilanka,1377
GMC,India,1452
Volvo,South Africa,1249
Ford,America,1160
Dodge,Ireland,1440
Pontiac,Poland,1071
Dodge,South Africa,1031
Chevrolet,America,1157
Lotus,Ireland,1129
Dodge,Poland,1181
Toyota,South Africa,1356
BMW,America,1034
Buick,Ireland,1034
Chevrolet,Poland,1224
Mazda,South Africa,1449
Chevrolet,America,1140
Mercury,Ireland,1434
Suzuki,Poland,1198
Mitsubishi,South Africa,1373
Chevrolet,America,1202
Corbin,Ireland,1495
Dodge,Poland,1245
Lincoln,South Africa,1100
Buick,America,1152
Mercedes-Benz,Ireland,1147
Toyota,Poland,1162
Mercury,South Africa,1067
Mazda,America,1054
Ford,Ireland,1063
Nissan,Poland,1226
GMC,South Africa,1383
Mitsubishi,America,1186
Toyota,Ireland,1060
Lamborghini,Poland,1448
Scion,South Africa,1308
Dodge,America,1197
Audi,Ireland,1010
Daewoo,Poland,1126
Cadillac,South Africa,1035
GMC,America,1158
Chevrolet,Ireland,1097
Mitsubishi,Poland,1080
Chrysler,South Africa,1459
GMC,America,1440
Toyota,Ireland,1068
Toyota,Poland,1399
Cadillac,South Africa,1210
Dodge,America,1203
Chevrolet,Ireland,1016
Jaguar,Poland,1333
Mitsubishi,South Africa,1220
Dodge,India,1084
BMW,Australia,1005
GMC,Srilanka,1148
Volkswagen,India,1039
Chevrolet,Australia,1085
Acura,Srilanka,1452
Cadillac,India,1169
Lotus,Australia,1268
Chevrolet,Srilanka,1029
Lexus,India,1264
Chevrolet,Australia,1367
GMC,Srilanka,1175
Subaru,India,1410
Subaru,Australia,1252
BMW,Srilanka,1242
Nissan,India,1033
Ford,Australia,1210
BMW,Srilanka,1292
Volkswagen,India,1353
Plymouth,Australia,1382
Mitsubishi,Srilanka,1176
Acura,India,1228
Lincoln,South Africa,1138
Mitsubishi,America,1223
Audi,Ireland,1294
Toyota,Poland,1392
GMC,South Africa,1316
BMW,America,1241
Hyundai,Ireland,1339
Chevrolet,Poland,1212
Pontiac,South Africa,1372
Ford,America,1396
Chevrolet,Ireland,1341
GMC,Poland,1006
Dodge,South Africa,1384
Dodge,America,1323
Maserati,Ireland,1143
Lincoln,Poland,1368
Ford,South Africa,1178
Subaru,America,1437
Pontiac,Ireland,1035
Mercedes-Benz,Poland,1455
Chevrolet,South Africa,1458
Subaru,America,1089
Eagle,Ireland,1269
Mitsubishi,Poland,1453
Toyota,South Africa,1387
Toyota,America,1474
Chevrolet,Ireland,1390
Volkswagen,Poland,1235
Jeep,South Africa,1360
Saab,America,1005
Infiniti,Ireland,1241
Cadillac,Poland,1031
Mercedes-Benz,South Africa,1452
Chevrolet,America,1211
Buick,Ireland,1417
GMC,Poland,1069
Rolls-Royce,South Africa,1313
Porsche,America,1430
Mitsubishi,Ireland,1273
Geo,Poland,1202
Ford,South Africa,1359
Audi,America,1018
Isuzu,Ireland,1445
Honda,Poland,1492
Mercury,South Africa,1268
Mazda,America,1260
Mitsubishi,Ireland,1195
Ford,Poland,1459
Oldsmobile,South Africa,1091
Suzuki,India,1367
Audi,Australia,1131
Mitsubishi,Srilanka,1023
Hummer,India,1303
Volvo,Australia,1127
Honda,Srilanka,1197
Studebaker,India,1199
Mercedes-Benz,Australia,1415
Chevrolet,Srilanka,1093
Aptera,India,1154
Volkswagen,Australia,1185
Toyota,Srilanka,1247
Rolls-Royce,India,1019
Oldsmobile,Australia,1010
Mercedes-Benz,Srilanka,1179
Jeep,India,1161
Toyota,Australia,1035
BMW,Srilanka,1152
Isuzu,India,1179
Hyundai,Australia,1334
Audi,Srilanka,1216
Subaru,India,1389
Saturn,South Africa,1056
Dodge,America,1200
Toyota,Ireland,1126
